,ACTION,RESOURCE,MGR_ID,ROLE_ROLLUP_1,ROLE_ROLLUP_2,ROLE_DEPTNAME,ROLE_TITLE,ROLE_FAMILY_DESC,ROLE_FAMILY,ROLE_CODE
15301,1,100413,16642,117961,118300,81476,118321,117906,290919,118322
15302,1,20292,65488,117926,117927,117941,117885,117913,117887,117888
15303,1,91819,25396,118602,118603,117941,117899,117899,19721,117900
15304,1,75179,52194,117961,118052,126137,133718,121386,124136,133719
15305,1,71226,71189,117961,118386,121883,119962,131188,118205,119964
15306,1,42093,2908,117961,118343,118979,119433,133686,118424,119435
15307,1,79092,1539,117961,118225,121716,118636,311057,118638,118639
15308,1,74156,7520,117961,118343,124725,118321,240983,290919,118322
15309,1,22598,8094,117961,118343,119142,118321,117906,290919,118322
15310,1,36306,3889,117961,118386,121668,117905,117906,290919,117908
15311,1,43305,118724,118725,118726,121014,126085,309858,119221,126087
15312,1,84049,1915,117961,118300,119181,118321,117906,290919,118322
15313,1,25993,6235,117961,118343,118437,118523,310608,118331,118525
15314,1,38124,49823,117961,118300,127168,117905,117906,290919,117908
15315,1,78982,21037,117961,117969,19666,118054,151287,117887,118055
15316,1,81297,74967,117961,117962,118791,118368,129597,117887,118486
15317,1,45815,21037,117961,117969,19666,118368,118368,117887,118486
15318,1,79419,7807,117961,118327,118518,120097,124862,270488,120099
15319,1,28472,8026,117961,118386,118746,118318,168365,118205,118319
15320,1,4675,15746,117961,118052,119742,117905,117906,290919,117908
15321,1,75218,5496,91261,118026,118202,118321,117906,290919,118322
15322,1,34005,1443,117961,118343,120722,118321,117906,290919,118322
15323,1,75216,15581,118256,118257,117945,118995,118806,292795,118997
15324,1,23146,4468,117961,118413,119968,117905,117906,290919,117908
15325,1,34005,252252,117902,117903,118437,122129,305057,121916,122131
15326,1,37734,13881,118602,118603,117941,117885,118097,117887,117888
15327,1,32270,2270,117961,118413,120584,120773,118959,118960,120774
15328,1,116739,17835,117961,118225,118403,121594,170665,4673,121596
15329,1,75901,5369,117961,118413,122007,118784,124402,290919,118786
15330,1,80416,13419,117961,118300,120059,120313,127733,118424,120315
15331,1,25883,49024,132839,145248,118378,119192,300603,119184,119194
15332,0,41312,7703,117943,117944,117945,118274,129282,292795,118276
15333,1,19481,48227,118106,118107,117884,117885,117913,117887,117888
15334,1,4675,54248,117961,118327,120559,120618,304465,118643,120619
15335,1,33166,7339,117961,118300,118360,124194,130884,118363,124196
15336,1,932,1447,117961,118343,120722,120690,120690,290919,120692
15337,1,22343,22356,117926,118124,117920,127389,127390,19721,127391
15338,1,278393,7676,117961,118300,119181,118685,270229,308574,118687
15339,1,2801,44002,117961,117962,118791,118702,249507,118704,118705
15340,1,32306,7648,117961,118300,119181,118321,240983,290919,118322
15341,1,25231,46165,118887,118888,118889,121527,126250,118398,121529
15342,1,73056,19702,118269,118270,117878,118568,118568,19721,118570
15343,1,42479,75474,117916,118011,118810,118811,143630,19793,118813
15344,1,3853,17261,117961,118300,118833,118054,118443,117887,118055
15345,1,38972,46663,118256,118257,118623,118995,286106,292795,118997
15346,1,37981,21083,118106,118107,117941,118568,131694,19721,118570
15347,1,80533,3242,117961,118343,118514,118321,117906,290919,118322
15348,1,34434,4362,117961,118343,126955,118777,279443,308574,118779
15349,1,80775,5767,117961,118343,118344,118777,279443,308574,118779
15350,1,40391,70297,117961,118327,118744,118321,117906,290919,118322
15351,1,43714,7389,117961,118386,118746,118747,239652,118453,118749
15352,1,36005,33774,118212,118580,117895,117899,117897,19721,117900
15353,1,15702,2069,118349,118350,117878,119192,186208,119184,119194
15354,1,28149,18686,117961,118386,121883,118784,124402,290919,118786
15355,1,35381,59347,117961,118327,118320,118784,147114,290919,118786
15356,1,3853,5409,117961,118343,119993,118321,240983,290919,118322
15357,1,4650,1328,118212,118213,118403,117905,134159,290919,117908
15358,1,42085,50584,118006,118007,117941,117899,117897,19721,117900
15359,1,75834,4953,117961,118343,123476,120006,294485,118424,120008
15360,1,3826,196,117961,118413,121639,129909,130134,118453,129911
15361,1,30326,69071,117916,118011,117920,118568,300163,19721,118570
15362,1,23964,2594,117961,118300,123472,118784,117906,290919,118786
15363,1,27356,56744,117961,118386,118635,118636,310589,118638,118639
15364,1,74477,87,117961,118446,118447,118321,118448,290919,118322
15365,1,22569,25656,118212,118213,118450,118641,306399,118643,118644
15366,0,41441,70062,117961,118386,118746,117905,240983,290919,117908
15367,1,73110,124316,118887,118888,118889,118863,307233,118398,118865
15368,1,41682,17713,117961,118225,120663,124194,127527,118363,124196
15369,1,33148,46170,118290,118291,118889,121527,307233,118398,121529
15370,1,698,2296,117961,118413,277693,118958,118959,118960,118961
15371,1,3853,7915,117961,118300,118597,118834,127160,118424,118836
15372,1,29024,4950,117961,118343,119598,120006,310997,118424,120008
15373,1,76562,17550,117961,118446,118684,117905,117906,290919,117908
15374,1,20279,55995,117916,118150,118599,118054,244447,117887,118055
15375,1,25322,123367,117932,117933,117878,117879,117879,19721,117880
15376,1,732,770,117961,118300,120722,118747,130134,118453,118749
15377,1,34882,3883,117961,118343,119987,118536,132799,308574,118539
15378,1,80804,15542,117961,118300,118395,118396,300044,118398,118399
15379,1,22282,12456,117935,117936,117878,117885,117913,117887,117888
15380,1,25624,7338,117961,118225,118616,118321,240983,290919,118322
15381,1,38840,4012,117961,118300,118597,118054,118054,117887,118055
15382,1,70806,8074,117961,118300,119181,117905,240983,290919,117908
15383,1,43645,1806,117961,118413,122007,118321,240983,290919,118322
15384,1,39879,15619,119280,119281,118623,126684,259817,292795,126685
15385,1,42006,69637,119062,119091,120410,118259,151426,290919,118261
15386,1,4675,7012,117961,118225,120050,118777,279443,308574,118779
15387,1,31854,58475,118090,118091,118810,119323,120978,19793,119325
15388,1,32642,59230,119280,119281,117945,280788,280788,292795,119082
15389,1,80189,19986,117961,118225,124948,120773,136187,118960,120774
15390,1,39262,71189,117961,118386,121883,118278,125206,290919,118279
15391,1,3853,3077,117961,118300,120312,140847,140848,118363,140849
15392,1,74883,17759,117961,118413,122007,118685,279443,308574,118687
15393,1,40728,16314,117961,118446,120317,118321,117906,290919,118322
15394,1,32642,123313,118169,118170,118171,118172,118173,249618,118175
15395,0,41642,71897,118990,118991,118992,117905,117906,290919,117908
15396,1,33150,15422,117961,118052,122392,130479,209981,119784,130481
15397,1,81044,6257,117961,118343,120722,118321,117906,290919,118322
15398,1,20293,56781,117926,118266,117941,117879,117886,19721,117880
15399,1,45773,7021,117961,118300,118783,118784,287626,290919,118786
15400,0,13878,27515,118953,118954,117884,117879,117886,19721,117880
15401,1,74772,7014,117961,118446,119961,118259,125206,290919,118261
15402,1,4675,49283,117961,118300,119181,117905,117906,290919,117908
15403,1,33590,17156,117961,118300,118810,123082,197687,19793,123084
15404,1,43663,4500,117961,118052,118881,117905,117906,290919,117908
15405,1,34580,1447,117961,118343,120722,120690,120690,290919,120692
15406,1,16933,15824,117961,118225,120323,120591,120324,119095,120593
15407,1,80445,4638,117961,118343,119987,117905,117906,290919,117908
15408,1,78887,60097,118212,118213,121014,122645,208559,119221,122647
15409,1,33989,52140,118887,118888,124656,118980,236007,118295,118982
15410,1,117763,17788,117961,118446,119961,132671,118260,290919,132673
15411,1,5764,5767,117961,118343,118344,118777,279443,308574,118779
15412,1,43629,22853,117961,118386,118896,118054,118054,117887,118055
15413,0,74754,4743,119062,130600,120663,117905,117906,290919,117908
15414,1,5045,4125,118887,118888,121108,120006,311746,118424,120008
15415,1,80221,5652,117961,118300,121305,118784,124402,290919,118786
15416,1,16018,8435,117961,118225,124449,122129,150283,121916,122131
15417,1,39628,3654,117961,118300,118631,118826,168415,118424,118828
15418,1,80178,15982,117961,118413,123003,118777,279443,308574,118779
15419,1,29272,5396,117961,118343,119993,118321,240983,290919,118322
15420,1,25993,52860,120810,120811,121108,118834,122320,118424,118836
15421,1,41464,21943,118006,118007,117941,118568,292195,19721,118570
15422,1,80240,3990,117961,117962,118409,120516,123107,120518,120519
15423,1,35498,22507,117961,118300,120059,118636,135814,118638,118639
15424,1,27082,15791,117961,118225,120663,118777,279443,308574,118779
15425,1,0,87908,117961,118413,120370,118784,117906,290919,118786
15426,1,34057,4712,117961,118343,118395,123067,269406,118398,123068
15427,1,15710,7445,117961,118343,122299,118054,121350,117887,118055
15428,1,31352,48993,126918,126919,118042,118043,118043,270488,118046
15429,1,34026,18213,117961,118386,118692,118451,200947,118453,118454
15430,1,17849,13838,117961,117969,130192,123400,130319,19793,123402
15431,1,105770,4413,117961,118343,118833,117905,290878,290919,117908
15432,1,32270,1508,117961,118225,120663,118784,240983,290919,118786
15433,1,43194,105908,117961,118225,129617,118636,149254,118638,118639
15434,1,79299,7785,118573,118574,117945,259173,127423,292795,118943
15435,1,6977,873,117961,118413,120526,118321,117906,290919,118322
15436,1,34954,58916,117961,118327,118391,118784,117906,290919,118786
15437,1,972,2908,117961,118343,118979,120344,303717,118424,120346
15438,1,79121,5252,119134,119135,118979,120006,310608,118424,120008
15439,1,4675,74831,117961,118327,118391,118321,117906,290919,118322
15440,1,42694,15412,117961,118343,119993,119849,310589,118638,119851
15441,1,35332,820,117961,118300,123719,118321,118406,290919,118322
15442,1,2809,2819,117961,118300,120410,118784,118785,290919,118786
15443,1,73815,73833,118315,118463,118404,118321,117906,290919,118322
15444,1,16933,7426,117961,118225,119238,122849,120324,119095,122850
15445,0,32270,2318,117961,118327,118933,118321,117906,290919,118322
15446,1,3853,4953,117961,118343,123476,120006,294485,118424,120008
15447,1,6977,2349,117961,117962,118501,118321,117906,290919,118322
15448,1,76460,6216,117961,118327,118328,130857,161026,308574,130858
15449,1,25570,3242,117961,118343,118514,118321,117906,290919,118322
15450,1,35498,16024,117961,118300,119984,120647,311441,118398,120649
15451,1,75720,30,117961,118413,120370,118784,117906,290919,118786
15452,1,99989,28163,118315,118316,120361,118321,154441,290919,118322
15453,1,74175,5396,117961,118343,120270,120773,118959,118960,120774
15454,1,15714,7804,118573,118574,117945,280788,280788,292795,119082
15455,1,73876,59347,117961,118327,118320,118321,117906,290919,118322
15456,1,75245,79403,117983,117984,117878,117899,119057,19721,117900
15457,1,28813,5103,117961,118225,120050,118784,118406,290919,118786
15458,1,44812,4641,117961,118343,121747,117905,117906,290919,117908
15459,1,28294,52856,117961,118052,118053,118207,174445,270488,118209
15460,0,18913,21000,117929,117930,119569,179731,119425,117887,117973
15461,1,16116,253952,117961,117962,119223,118685,279443,308574,118687
15462,1,43906,7424,5110,117954,117878,133111,306530,118870,133113
15463,1,75078,64709,118315,118316,120764,123651,251247,118467,123652
15464,1,79969,5249,117961,118386,123144,118396,233714,118398,118399
15465,1,39264,43884,118555,118178,118556,117946,118557,292795,117948
15466,1,15715,55666,117902,118041,118556,280788,130913,292795,119082
15467,1,79121,120114,118725,118726,119076,118422,124426,118424,118425
15468,1,17308,5739,117961,118446,118684,127108,132156,118667,127110
15469,1,18072,40381,118573,118574,117945,280788,280788,292795,119082
15470,1,22271,3526,117961,118225,120323,119093,152422,119095,119096
15471,1,79815,79113,117961,118052,119598,119743,311782,3130,119745
15472,1,75834,1146,117961,118225,120663,118321,117906,290919,118322
15473,1,28149,51178,117961,118386,121961,307024,310608,118331,118332
15474,1,1020,7388,117961,118225,119924,118054,124356,117887,118055
15475,1,16332,92496,117961,118300,123719,118685,279443,308574,118687
15476,1,38019,4932,117961,118225,119824,123737,147851,118960,123738
15477,1,80500,4933,117961,118343,118458,120006,219966,118424,120008
15478,1,28315,139593,118169,118170,119781,130479,213762,119784,130481
15479,1,19310,14551,5110,117954,117895,118568,281735,19721,118570
15480,1,78556,2149,118550,118551,120559,118054,118443,117887,118055
15481,1,17777,8563,117961,118300,118783,118321,117906,290919,118322
15482,1,45856,56565,117961,118327,122109,120172,230830,290919,120173
15483,1,80836,1437,118212,118213,118437,118636,192211,118638,118639
15484,1,39333,79105,119920,119921,124211,118784,117906,290919,118786
15485,1,75078,59748,117961,118386,120361,117905,117906,290919,117908
15486,1,117221,2610,117961,118327,121979,118318,168365,118205,118319
15487,1,3853,51086,117961,118343,118856,117905,117906,290919,117908
15488,0,75305,4084,117961,118052,118992,118321,240983,290919,118322
15489,1,90532,52108,117961,118343,119993,117905,117906,290919,117908
15490,1,43000,24168,117916,118011,117884,117879,117886,19721,117880
15491,0,73214,5540,117961,118300,123472,118321,117906,290919,118322
15492,1,17249,21603,117961,118386,123144,118890,125128,118398,118892
15493,1,77245,4659,117961,118225,120663,118321,117906,290919,118322
15494,1,3853,46526,117961,118300,119984,118396,269406,118398,118399
15495,0,78435,56763,118219,118220,118008,117879,117897,19721,117880
15496,1,26929,55365,117926,117927,118810,118811,156017,19793,118813
15497,0,75216,46634,118256,118257,117945,126684,280788,292795,126685
15498,1,18072,5899,117961,118327,120318,118321,117906,290919,118322
15499,1,75901,4950,117961,118343,119598,120006,310997,118424,120008
15500,1,99461,6216,117961,118327,118328,118641,306399,118643,118644
15501,1,37260,2109,117876,117877,120694,124886,205741,118643,124888
15502,1,29930,5717,117961,118300,124725,118321,117906,290919,118322
15503,1,18072,23340,117961,118225,120663,122030,134579,122032,122033
15504,1,73103,46185,118887,118888,118889,118863,307233,118398,118865
15505,1,13878,3281,117961,118225,120323,120591,120592,119095,120593
15506,1,85565,1812,117961,118413,122007,118784,123720,290919,118786
15507,1,81355,151283,117961,118386,118522,117905,240983,290919,117908
15508,1,34429,3944,117961,118343,118514,118321,117906,290919,118322
15509,1,40867,52194,117961,118052,126137,133718,121386,124136,133719
15510,1,43953,131441,117961,118343,118292,118422,300136,118424,118425
15511,1,73189,16922,117961,117962,118501,118321,118448,290919,118322
15512,1,14831,5504,117961,118300,118514,117905,117906,290919,117908
15513,1,1020,3005,117961,118413,118481,118784,117906,290919,118786
15514,1,28517,17002,5110,117954,117895,118568,281735,19721,118570
15515,1,36971,7454,117961,118413,122007,118784,121873,290919,118786
15516,1,37131,5697,117961,118386,118692,118321,240983,290919,118322
15517,1,23459,131441,117961,118343,119598,119433,133686,118424,119435
15518,1,41146,7539,117961,118343,119987,117905,117906,290919,117908
15519,1,1969,1954,117961,117962,118501,118502,130777,118504,118505
15520,1,20294,19888,117916,118011,117920,117879,117886,19721,117880
15521,1,26437,69566,117893,117894,117895,117885,117913,117887,117888
15522,1,18418,4951,117961,118343,120126,120497,310984,118424,120499
15523,1,105057,20382,117961,118300,124942,123737,123107,118960,123738
15524,1,74546,51712,118658,119883,118635,122967,215229,119695,122969
15525,1,6921,3267,117961,118052,121949,120097,174445,270488,120099
15526,1,75045,2781,117961,118300,118360,119849,310589,118638,119851
15527,1,42977,17253,117961,118052,120398,120344,310997,118424,120346
15528,1,4675,154,117961,118413,121639,118685,120316,308574,118687
15529,1,31232,59000,118181,118182,117941,118568,292195,19721,118570
15530,1,33080,4669,117961,118327,118391,118321,117906,290919,118322
15531,0,7677,3267,117961,118052,121949,120097,174445,270488,120099
15532,1,37462,23345,117961,118327,120318,122060,130360,290919,122062
15533,1,17825,2781,117961,118300,118783,128230,302830,4673,128231
15534,1,42085,84891,120342,120343,118631,117905,125684,290919,117908
15535,1,39264,32795,118256,119428,118623,117946,119722,292795,117948
15536,1,31990,7253,117961,118225,118403,118321,117906,290919,118322
15537,1,41146,4189,117961,118343,119987,118321,117906,290919,118322
15538,1,15022,70062,117961,118386,118746,118321,117906,290919,118322
15539,1,3853,5409,117961,118343,119993,118321,117906,290919,118322
15540,1,34591,2594,117961,118300,120410,118784,240983,290919,118786
15541,1,81355,59394,91261,118026,118317,117905,117906,290919,117908
15542,1,79092,132087,117961,118300,118301,118054,118443,117887,118055
15543,1,75078,69981,118595,118596,118706,118172,130384,249618,118175
15544,1,18913,25430,117929,117930,117884,117885,117913,117887,117888
15545,1,34832,3688,120883,120884,118378,119192,300603,119184,119194
15546,1,23096,127738,117961,118225,118403,118451,130134,118453,118454
15547,1,32270,4308,117961,118343,118833,118054,137362,117887,118055
15548,1,74310,3788,117961,118343,120722,118784,117906,290919,118786
15549,1,35632,7893,117961,118343,118979,120497,133686,118424,120499
15550,0,17226,4599,117961,118225,124449,307024,311622,118331,118332
15551,1,74957,19953,117961,118327,118984,118054,118985,117887,118055
15552,1,27124,34612,117961,118327,118320,117905,240983,290919,117908
15553,1,45904,93866,118006,118007,117920,118568,267952,19721,118570
15554,1,20897,1547,117961,118052,118706,119997,278014,118131,119998
15555,0,31983,46612,118752,119070,120995,280788,280788,292795,119082
15556,1,74347,33266,117961,118300,123719,117905,117906,290919,117908
15557,1,45610,19881,118006,118007,117941,118568,292195,19721,118570
15558,0,75320,58916,117961,118327,118391,118321,117906,290919,118322
15559,1,78185,97016,119062,119091,118957,118278,118260,290919,118279
15560,1,25993,21033,117961,118300,123749,118636,161129,118638,118639
15561,1,79617,21303,117961,118300,119890,120348,249620,118295,120350
15562,1,45444,50117,117961,118327,118507,121527,147955,118398,121529
15563,1,33146,1728,117961,118327,118507,118890,138290,118398,118892
15564,1,31842,58461,117926,117927,118810,119323,119456,19793,119325
15565,1,861,111936,117961,118300,118783,118784,117906,290919,118786
15566,1,15710,16816,117961,118300,119984,120647,311441,118398,120649
15567,1,5893,2074,118441,118442,118378,118054,122554,117887,118055
15568,1,42362,1065,117961,118327,121589,118641,306399,118643,118644
15569,1,79092,50117,117961,118327,118507,121527,147955,118398,121529
15570,1,18418,4965,120864,121013,124133,124134,225335,124136,124137
15571,1,6215,59067,117961,118327,121645,124886,306399,118643,124888
15572,1,20351,56602,118079,118080,117878,117879,120319,19721,117880
15573,1,39262,17290,117961,118386,118522,117905,117906,290919,117908
15574,1,79623,17451,117961,118052,126137,126138,255117,124136,126140
15575,1,75078,7910,117961,118052,118053,118636,205466,118638,118639
15576,1,37793,15620,122880,122974,118042,118043,118043,270488,118046
15577,1,26953,2938,117961,118413,122007,118321,117906,290919,118322
15578,1,42224,56201,91261,118026,118746,119962,168365,118205,119964
15579,1,45055,19839,117961,118300,123201,118321,117906,290919,118322
15580,1,85565,15015,117961,118413,122007,118784,118785,290919,118786
15581,1,74302,74303,117961,118327,118378,118054,118443,117887,118055
15582,1,20299,60825,117980,118076,117941,117885,117913,117887,117888
15583,1,75078,35379,118315,118463,120764,119172,138493,118467,119174
15584,1,42031,3872,117961,118386,118522,117905,117906,290919,117908
15585,1,45325,4952,117961,118343,120126,123615,133686,118424,123617
15586,1,20364,5017,117961,118343,119598,121915,185973,121916,121917
15587,1,75901,25276,117961,118343,121747,118321,117906,290919,118322
15588,1,31652,15459,118169,118170,135245,259173,143905,292795,118943
15589,1,84688,7346,117961,118343,123125,118259,117906,290919,118261
15590,1,79566,19959,117961,118327,274241,118777,279443,308574,118779
15591,1,81476,52105,118595,118596,81476,118422,170384,118424,118425
15592,1,42081,7624,117961,118052,119742,117905,117906,290919,117908
15593,1,73543,5235,120864,121013,121961,125171,174005,118424,125173
15594,1,73197,48935,119062,119063,119064,119065,119066,118667,119067
15595,1,25266,16046,117961,117962,120677,126078,126079,118424,126080
15596,1,23921,49440,117961,118300,118631,118054,118054,117887,118055
15597,1,6977,2781,117961,118300,118783,118054,131373,117887,118055
15598,1,59023,15398,118169,118170,118575,130479,139169,119784,130481
15599,1,40630,12733,118120,118121,117941,118568,156279,19721,118570
15600,0,42093,25687,117961,118343,118660,119065,119212,118667,119067
15601,1,43085,4712,117961,118343,118395,123067,269406,118398,123068
15602,1,42093,5220,117961,118300,118458,120006,303717,118424,120008
15603,1,23356,1755,117961,117962,119223,125793,146749,118643,125795
15604,1,26391,6454,117961,118343,118856,117905,117906,290919,117908
15605,1,74982,18310,118216,118217,118846,179731,123998,117887,117973
15606,1,22390,4264,118887,118888,118979,118980,199144,118295,118982
15607,0,33232,1727,117902,117903,118507,118028,118368,117887,118030
15608,1,35376,6108,117961,118386,118404,117905,117906,290919,117908
15609,1,80217,5742,117961,118327,120559,118685,279443,308574,118687
15610,1,15714,2452,118752,118753,119121,118274,128130,292795,118276
15611,1,76875,16225,117961,117962,122059,118784,121873,290919,118786
15612,1,28315,18080,117961,119256,119257,117946,119235,292795,117948
15613,1,40438,7411,117961,118386,118746,118747,152307,118453,118749
15614,1,33149,1744,118290,118291,120171,120284,132803,117887,120285
15615,1,28383,3692,117961,118413,126229,128230,302830,4673,128231
15616,1,41314,3234,119280,119281,118623,118805,136748,118474,118807
15617,1,15064,53265,117961,118300,120059,118054,118054,117887,118055
15618,1,93757,46254,117961,118327,126310,118641,306399,118643,118644
15619,1,136,4500,117961,118052,118881,117905,117906,290919,117908
15620,1,20294,77372,117916,118150,117884,117885,117913,117887,117888
15621,1,72201,49714,121785,121786,118492,118747,130707,118453,118749
15622,1,79291,96999,119691,119692,118635,131795,127126,119695,131797
15623,1,79273,13812,117961,118225,118320,120690,120691,290919,120692
15624,1,79168,13881,118602,118603,117941,117885,118097,117887,117888
15625,1,78966,23200,117961,118343,123125,118685,120316,308574,118687
15626,1,36957,1383,121005,121006,118575,122129,164523,121916,122131
15627,1,79092,3120,117961,118300,120312,118792,120314,118424,118794
15628,1,19292,7021,117961,118300,118783,118784,287626,290919,118786
15629,1,35055,17694,117961,118343,119598,117905,117906,290919,117908
15630,1,1937,46254,117961,118327,126310,124886,123881,118643,124888
15631,1,22480,30533,91261,118026,119507,123045,123107,120518,123047
15632,1,79092,3869,117961,118225,129617,118747,236002,118453,118749
15633,1,80531,4950,117961,118343,119598,120006,310997,118424,120008
15634,0,15716,18096,118256,118257,118623,118995,286106,292795,118997
15635,1,79299,5028,117961,118386,118896,119849,244844,118638,119851
15636,1,14354,60180,117916,118011,117941,117879,117886,19721,117880
15637,1,20487,2947,118212,118213,123201,117905,123202,290919,117908
15638,1,18418,5396,117961,118343,119993,118321,240983,290919,118322
15639,1,74132,2014,117961,117962,117904,120773,236750,118960,120774
15640,1,75834,3245,117961,118300,121216,119743,132775,3130,119745
15641,1,75834,221,117961,118413,120370,118321,117906,290919,118322
15642,0,79092,4903,118290,118291,118825,118293,196697,118295,118296
15643,1,29100,2598,118169,118170,117945,117946,169286,292795,117948
15644,1,75078,128564,118315,118463,118522,118784,121556,290919,118786
15645,1,39401,26321,117961,118327,118320,117905,117906,290919,117908
15646,1,16116,56744,117961,118386,118635,118685,262400,308574,118687
15647,1,68726,16316,117961,118300,118514,307024,311622,118331,118332
15648,1,80906,19623,117961,118225,118403,117905,117906,290919,117908
15649,1,17249,4950,117961,118343,119598,120344,311360,118424,120346
15650,1,44812,2409,117961,117962,117904,119949,123170,290919,119951
15651,1,28494,25396,118602,118603,117941,118568,136888,19721,118570
15652,1,112098,2296,117961,118413,277693,120773,118959,118960,120774
15653,1,38752,4362,117961,118343,126955,118777,279443,308574,118779
15654,1,73815,40922,118315,118463,118464,119172,140159,118467,119174
15655,1,76860,17561,91261,118026,118202,118259,118260,290919,118261
15656,1,20226,43398,118752,118753,119121,280788,280788,292795,119082
15657,1,6964,6220,117961,118327,121645,120690,127922,290919,120692
15658,1,6977,6232,117961,118343,118437,120516,185973,120518,120519
15659,1,74115,58916,117961,118327,118391,117905,117906,290919,117908
15660,1,31860,56579,118216,118587,118810,119323,120978,19793,119325
15661,1,22680,6071,117961,118413,122007,117905,117906,290919,117908
15662,1,21446,3118,117961,118300,118458,120789,309123,118424,120791
15663,0,33230,1725,117902,117903,118507,118028,118368,117887,118030
15664,1,75078,113106,118315,118316,129128,119849,293922,118638,119851
15665,1,79021,55789,121785,121786,120299,121122,217580,118612,121124
15666,1,80843,17128,117961,118300,119984,118396,300044,118398,118399
15667,1,26313,2395,117961,118300,123055,118728,301534,118295,118730
15668,1,73144,5001,117961,118343,123476,118980,301534,118295,118982
15669,1,73144,16698,118595,118596,118597,118834,282017,118424,118836
15670,1,28510,31851,118185,31010,117941,117879,147755,19721,117880
15671,1,28472,5312,117961,118052,119742,119743,244154,3130,119745
15672,1,3853,5113,117961,118300,119890,120497,258776,118424,120499
15673,1,70453,14289,118602,118603,117941,117885,118097,117887,117888
15674,1,40060,1437,118212,118213,118437,118636,192211,118638,118639
15675,1,45020,18046,117961,118300,118783,118321,117906,290919,118322
15676,1,2235,1475,117902,117903,118450,121372,148801,119184,121374
15677,1,36674,21083,118106,118107,117941,118568,131694,19721,118570
15678,1,15022,6454,117961,118343,118856,117905,172635,290919,117908
15679,1,31613,5899,117961,118327,120318,118321,117906,290919,118322
15680,1,43305,84891,120342,120343,118631,118321,311778,290919,118322
15681,1,34628,16557,117961,118327,120318,118784,117906,290919,118786
15682,1,73815,28241,119170,119171,140453,129229,158824,119788,129231
15683,1,19998,3437,118573,118574,118042,118563,118563,270488,118565
15684,1,42734,6874,117978,117979,117920,118129,297922,118131,118132
15685,1,80642,21009,117961,118343,149210,118207,174445,270488,118209
15686,1,391,25766,118006,118007,118008,117885,117886,117887,117888
15687,1,79543,6107,117961,118386,118404,122060,128997,290919,122062
15688,1,37807,28008,119740,119741,118810,134067,302708,19793,134069
15689,1,391,51095,117926,118124,118344,179731,120238,117887,117973
15690,1,45440,49453,117961,118343,118660,118912,309291,118424,118914
15691,1,1020,8026,117961,118386,123656,119962,147416,118205,119964
15692,1,23983,43994,117961,117962,118791,307024,306404,118331,118332
15693,1,73756,3118,117961,118300,118458,120789,309123,118424,120791
15694,1,37737,9383,117918,117919,117920,118568,146632,19721,118570
15695,1,40698,4468,117961,118413,119968,117905,117906,290919,117908
15696,1,42807,16654,118181,118182,117920,118568,132124,19721,118570
15697,1,40477,31062,119665,119666,117895,117896,117897,117887,117898
15698,1,81350,4914,117961,118300,120026,118834,127160,118424,118836
15699,1,16009,6021,120140,120141,122007,118641,123881,118643,118644
15700,1,7678,58466,118602,118603,117920,118568,118568,19721,118570
15701,1,33147,311696,117902,117903,118507,120990,120991,118398,120992
15702,1,974,1443,117961,118343,120722,118784,117906,290919,118786
15703,1,78241,19622,117961,118225,118403,118321,117906,290919,118322
15704,1,18394,815,117961,118300,123719,117905,117906,290919,117908
15705,1,33233,70066,91261,118026,118202,117905,117906,290919,117908
15706,1,23497,3954,117961,118343,120291,118422,300136,118424,118425
15707,1,74016,8715,117961,118052,119986,118321,117906,290919,118322
15708,1,42085,39942,117961,118225,124380,307024,140976,118331,118332
15709,1,18418,4950,117961,118343,119598,120006,310997,118424,120008
15710,1,92911,23200,117961,118343,123125,118784,117906,290919,118786
15711,1,80440,5509,117961,118343,123454,118784,117906,290919,118786
15712,1,28327,6890,117961,118446,118684,118321,117906,290919,118322
15713,1,42085,25630,117961,118343,120291,120497,234773,118424,120499
15714,1,79363,21254,117932,117933,117878,117879,117897,19721,117880
15715,1,79092,22522,119596,119597,119136,119137,254340,118474,119139
15716,1,17092,1600,117961,118327,118507,118890,311441,118398,118892
15717,1,43877,72734,118079,118080,117878,117879,117913,19721,117880
15718,1,17849,43514,117961,118446,119969,118801,160106,19793,118803
15719,0,41629,8094,117961,118343,119142,118321,117906,290919,118322
15720,1,45444,48101,117918,117919,117941,118568,131694,19721,118570
15721,0,15369,46477,117961,119256,148450,119778,148997,19721,119779
15722,1,39883,70168,117961,118052,118053,118636,238714,118638,118639
15723,1,278393,5030,117961,118343,120126,119433,133686,118424,119435
15724,1,14570,17610,118006,118007,117884,117879,122240,19721,117880
15725,1,28853,84891,120342,120343,118631,118321,125684,290919,118322
15726,1,33243,1409,117961,118300,120722,118958,118959,118960,118961
15727,1,27082,4820,117961,118343,123454,119928,310608,118331,119929
15728,1,25553,17106,117916,117917,117920,145648,123191,119784,163313
15729,1,16241,3875,117961,118327,120318,118321,117906,290919,118322
15730,1,74627,13193,118349,118350,117895,118194,118195,117887,118196
15731,1,25993,3113,117961,118343,118911,118834,133686,118424,118836
15732,0,18072,18097,119280,119281,117945,117946,130662,292795,117948
15733,1,26784,13844,117961,118327,119995,118523,310608,118331,118525
15734,1,23966,5409,117961,118343,119993,118321,240983,290919,118322
